site,Date,ConcLow,ConcHigh,Uncen,ConcAve,Julian,Month,Day,DecYear,MonthSeq,waterYear,SinDY,CosDY
Buck Creek,23/04/2007,5.639,5.639,1,5.639,57455,4,114,2007.3076484018266,1888,2007,0.9351140314910642,-0.354346932
Buck Creek,23/04/2012,8.161,8.161,1,8.161,59282,4,114,2012.3095400728598,1948,2012,0.9308364112091773,-0.365436144
Buck Creek,23/04/2013,4.811,4.811,1,4.811,59647,4,114,2013.3076484018266,1960,2013,0.9351140314909488,-0.354346932
Buck Creek,23/04/2018,6.617,6.617,1,6.617,61473,4,114,2018.3076484018266,2020,2018,0.9351140314910676,-0.354346932
Buck Creek,24/04/2012,7.154,7.154,1,7.154,59283,4,115,2012.312272313297,1948,2012,0.9244260529706083,-0.381361341
Buck Creek,24/04/2018,6.684,6.684,1,6.684,61474,4,115,2018.310388127854,2020,2018,0.928875984,-0.370390882
Buck Creek,24/04/2020,5.162,5.162,1,5.162,62205,4,115,2020.312272313297,2044,2020,0.924426053,-0.381361341
Buck Creek,25/04/2005,5.8,5.8,1,5.8,56727,4,116,2005.3131278538813,1864,2005,0.9223626911404565,-0.386325078
Buck Creek,25/04/2006,5.539,5.539,1,5.539,57092,4,116,2006.3131278538813,1876,2006,0.9223626911402013,-0.386325078
Buck Creek,25/04/2018,6.873,6.873,1,6.873,61475,4,116,2018.3131278538813,2020,2018,0.9223626911406526,-0.386325078
Buck Creek,26/04/2005,5.396,5.396,1,5.396,56728,4,117,2005.3158675799086,1864,2005,0.9155760819932094,-0.402144797
Buck Creek,26/04/2011,6.148,6.148,1,6.148,58919,4,117,2011.3158675799086,1936,2011,0.9155760819930785,-0.402144797
Buck Creek,27/04/2010,4.321,4.321,1,4.321,58555,4,118,2010.318607305936,1924,2010,0.9085181678925238,-0.417845353
Buck Creek,27/04/2021,5.959,5.959,1,5.959,62573,4,118,2021.318607305936,2056,2021,0.9085181678925279,-0.417845353
Buck Creek,28/04/2009,4.814,4.814,1,4.814,58191,4,119,2009.3213470319636,1912,2009,0.9011910402513845,-0.433422091
Buck Creek,28/04/2011,7.814,7.814,1,7.814,58921,4,119,2011.3213470319636,1936,2011,0.90119104,-0.433422091
Buck Creek,29/04/2008,5.352,5.352,1,5.352,57827,4,120,2008.3259335154828,1900,2008,0.8883283536999137,-0.459208815
Buck Creek,03/04/2002,5.658,5.658,1,5.658,55609,4,94,2002.2528538812785,1828,2002,0.9998392355906837,-0.017930504
Buck Creek,03/04/2007,5.256,5.256,1,5.256,57435,4,94,2007.2528538812785,1888,2007,0.9998392355906898,-0.017930504
Buck Creek,03/04/2018,5.654,5.654,1,5.654,61453,4,94,2018.2528538812785,2020,2018,0.9998392355906899,-0.017930504
Buck Creek,30/04/2019,6.11,6.11,1,6.11,61845,4,121,2019.3268264840183,2032,2019,0.8857379082225174,-0.464185693
Buck Creek,04/04/2003,4.514,4.514,1,4.514,55975,4,95,2003.2555936073059,1840,2003,0.9993824544675057,-0.035138436
Buck Creek,04/04/2006,4.71,4.71,1,4.71,57071,4,95,2006.2555936073059,1876,2006,0.999382454,-0.035138436
Buck Creek,04/04/2017,7.984,7.984,1,7.984,61089,4,95,2017.2555936073059,2008,2017,0.9993824544675003,-0.035138436
Buck Creek,04/04/2018,8.077,8.077,1,8.077,61454,4,95,2018.2555936073059,2020,2018,0.9993824544674771,-0.035138436
Buck Creek,05/04/2005,4.584,4.584,1,4.584,56707,4,96,2005.2583333333334,1864,2005,0.9986295347546006,-0.052335956
Buck Creek,05/04/2008,6.114,6.114,1,6.114,57803,4,96,2008.2603597449909,1900,2008,0.9978822508109011,-0.065046241
Buck Creek,05/04/2016,5.066,5.066,1,5.066,60725,4,96,2016.2603597449909,1996,2016,0.9978822508109123,-0.065046241
Buck Creek,06/04/2004,4.097,4.097,1,4.097,56343,4,97,2004.263091985428,1852,2004,0.996618605,-0.082166632
Buck Creek,07/04/2003,4.297,4.297,1,4.297,55978,4,98,2003.2638127853882,1840,2003,0.99623626,-0.08667938
Buck Creek,07/04/2015,5.792,5.792,1,5.792,60361,4,98,2015.2638127853882,1984,2015,0.9962362596713592,-0.08667938
Buck Creek,07/04/2017,7.817,7.817,1,7.817,61092,4,98,2017.2638127853882,2008,2017,0.9962362596712447,-0.08667938
Buck Creek,07/04/2021,5.557,5.557,1,5.557,62553,4,98,2021.2638127853882,2056,2021,0.99623626,-0.08667938
Buck Creek,08/04/2003,3.948,3.948,1,3.948,55979,4,99,2003.2665525114155,1840,2003,0.9945966134799933,-0.103815107
Buck Creek,08/04/2008,6.472,6.472,1,6.472,57806,4,99,2008.2685564663025,1900,2008,0.9932106491324082,-0.116329732
Buck Creek,08/04/2014,6.01,6.01,1,6.01,59997,4,99,2014.2665525114155,1972,2014,0.9945966134799944,-0.103815107
Buck Creek,08/04/2019,7.213,7.213,1,7.213,61823,4,99,2019.2665525114155,2032,2019,0.9945966134800291,-0.103815107
Buck Creek,09/04/2002,5.021,5.021,1,5.021,55615,4,100,2002.2692922374429,1828,2002,0.9926622468468902,-0.120920071
Buck Creek,09/04/2008,6.524,6.524,1,6.524,57807,4,100,2008.2712887067396,1900,2008,0.9910673427311337,-0.133362372
Buck Creek,09/04/2011,6.264,6.264,1,6.264,58902,4,100,2011.2692922374429,1936,2011,0.9926622468470511,-0.120920071
Buck Creek,09/04/2013,5.907,5.907,1,5.907,59633,4,100,2013.2692922374429,1960,2013,0.9926622468468914,-0.120920071
Buck Creek,09/04/2019,7.423,7.423,1,7.423,61824,4,100,2019.2692922374429,2032,2019,0.992662247,-0.120920071
Buck Creek,01/05/2007,4.608,4.608,1,4.608,57463,5,122,2007.3295662100456,1889,2007,0.8776164829307868,-0.479363441
Buck Creek,01/05/2018,6.816,6.816,1,6.816,61481,5,122,2018.3295662100456,2021,2018,0.8776164829307914,-0.479363441
Buck Creek,10/05/2007,5.847,5.847,1,5.847,57472,5,131,2007.3542237442923,1889,2007,0.7931349695927942,-0.60904591
Buck Creek,10/05/2011,4.834,4.834,1,4.834,58933,5,131,2011.3542237442923,1937,2011,0.7931349695934006,-0.60904591
Buck Creek,10/05/2019,9.041,9.041,1,9.041,61855,5,131,2019.3542237442923,2033,2019,0.7931349695935057,-0.60904591
Buck Creek,11/05/2003,8.346,8.346,1,8.346,56012,5,132,2003.3569634703197,1841,2003,0.7825337339321345,-0.622608188
Buck Creek,11/05/2007,6.51,6.51,1,6.51,57473,5,132,2007.3569634703197,1889,2007,0.782533734,-0.622608188
Buck Creek,11/05/2010,5.35,5.35,1,5.35,58569,5,132,2010.3569634703197,1925,2010,0.7825337339315207,-0.622608188
Buck Creek,11/05/2021,6.238,6.238,1,6.238,62587,5,132,2021.3569634703197,2057,2021,0.7825337339315268,-0.622608188
Buck Creek,12/05/2003,8.821,8.821,1,8.821,56013,5,133,2003.359703196347,1841,2003,0.771700617,-0.635985973
Buck Creek,12/05/2009,5.384,5.384,1,5.384,58205,5,133,2009.359703196347,1913,2009,0.771700617,-0.635985973
Buck Creek,13/05/2002,8.011,8.011,1,8.011,55649,5,134,2002.3624429223744,1829,2002,0.7606388277941043,-0.649175303
Buck Creek,13/05/2006,6.187,6.187,1,6.187,57110,5,134,2006.3624429223744,1877,2006,0.7606388277935698,-0.649175303
Buck Creek,13/05/2008,3.984,3.984,1,3.984,57841,5,134,2008.364184881603,1901,2008,0.7534881522033635,-0.657461485
Buck Creek,14/05/2002,9.661,9.661,1,9.661,55650,5,135,2002.3651826484017,1829,2002,0.7493516452499861,-0.662172267
Buck Creek,14/05/2003,7.079,7.079,1,7.079,56015,5,135,2003.3651826484017,1841,2003,0.7493516452507532,-0.662172267
Buck Creek,14/05/2019,7.129,7.129,1,7.129,61859,5,135,2019.3651826484017,2033,2019,0.7493516452497772,-0.662172267
Buck Creek,15/05/2002,8.604,8.604,1,8.604,55651,5,136,2002.3679223744293,1829,2002,0.737842414,-0.674973016
Buck Creek,15/05/2007,4.5,4.5,1,4.5,57477,5,136,2007.3679223744293,1889,2007,0.7378424136412483,-0.674973016
Buck Creek,15/05/2018,5.728,5.728,1,5.728,61495,5,136,2018.3679223744293,2021,2018,0.7378424136412548,-0.674973016
Buck Creek,16/05/2006,5.2,5.2,1,5.2,57113,5,137,2006.3706621004567,1877,2006,0.7261145434016122,-0.687573756
Buck Creek,16/05/2009,8.17,8.17,1,8.17,58209,5,137,2009.3706621004567,1913,2009,0.7261145434015004,-0.687573756
Buck Creek,16/05/2014,11.203,11.203,1,11.203,60035,5,137,2014.3706621004567,1973,2014,0.7261145434017308,-0.687573756
Buck Creek,16/05/2017,5.846,5.846,1,5.846,61131,5,137,2017.3706621004567,2009,2017,0.726114543,-0.687573756
Buck Creek,17/05/2002,7.505,7.505,1,7.505,55653,5,138,2002.373401826484,1829,2002,0.71417151,-0.699970753
Buck Creek,17/05/2005,12.626,12.626,1,12.626,56749,5,138,2005.373401826484,1865,2005,0.7141715097531961,-0.699970753
Buck Creek,17/05/2009,8.453,8.453,1,8.453,58210,5,138,2009.373401826484,1913,2009,0.7141715097526199,-0.699970753
Buck Creek,17/05/2014,8.696,8.696,1,8.696,60036,5,138,2014.373401826484,1973,2014,0.7141715097528545,-0.699970753
Buck Creek,17/05/2016,5.617,5.617,1,5.617,60767,5,138,2016.3751138433515,1997,2016,0.7066008076496862,-0.707612393
Buck Creek,18/05/2004,4.684,4.684,1,4.684,56385,5,139,2004.3778460837887,1853,2004,0.6943495807233244,-0.719637867
Buck Creek,19/05/2015,5.696,5.696,1,5.696,60403,5,140,2015.3788812785388,1985,2015,0.6896541708479231,-0.724138885
Buck Creek,02/05/2003,6.137,6.137,1,6.137,56003,5,123,2003.332305936073,1841,2003,0.869235001,-0.494399144
Buck Creek,02/05/2006,4.177,4.177,1,4.177,57099,5,123,2006.332305936073,1877,2006,0.8692350009346436,-0.494399144
Buck Creek,02/05/2017,7.98,7.98,1,7.98,61117,5,123,2017.332305936073,2009,2017,0.8692350009346484,-0.494399144
Buck Creek,20/05/2003,4.819,4.819,1,4.819,56021,5,141,2003.3816210045661,1841,2003,0.6770871306081232,-0.735902859
Buck Creek,20/05/2011,8.285,8.285,1,8.285,58943,5,141,2011.3816210045661,1937,2011,0.6770871306082501,-0.735902859
Buck Creek,20/05/2014,5.438,5.438,1,5.438,60039,5,141,2014.3816210045661,1973,2014,0.6770871306081304,-0.735902859
Buck Creek,20/05/2019,8.789,8.789,1,8.789,61865,5,141,2019.3816210045661,2033,2019,0.677087131,-0.735902859
Buck Creek,20/05/2020,5.944,5.944,1,5.944,62231,5,141,2020.3833105646631,2045,2020,0.6692369136420959,-0.743049092
Buck Creek,21/05/2002,4.961,4.961,1,4.961,55657,5,142,2002.3843607305937,1829,2002,0.6643194548374268,-0.747448769
Buck Creek,21/05/2011,8.424,8.424,1,8.424,58944,5,142,2011.3843607305937,1937,2011,0.6643194548384217,-0.747448769
Buck Creek,21/05/2013,4.244,4.244,1,4.244,59675,5,142,2013.3843607305937,1961,2013,0.6643194548374342,-0.747448769
Buck Creek,22/05/2004,6.173,6.173,1,6.173,56389,5,143,2004.3887750455374,1853,2004,0.6433353959259709,-0.765584462
Buck Creek,22/05/2012,5.064,5.064,1,5.064,59311,5,143,2012.3887750455374,1949,2012,0.643335396,-0.765584462
Buck Creek,23/05/2004,7.93,7.93,1,7.93,56390,5,144,2004.3915072859745,1853,2004,0.6300983236496911,-0.776515359
Buck Creek,23/05/2014,9.124,9.124,1,9.124,60042,5,144,2014.3898401826484,1973,2014,0.6381973883944352,-0.769872777
Buck Creek,24/05/2004,8.73,8.73,1,8.73,56391,5,145,2004.3942395264116,1853,2004,0.6166755585067274,-0.787217413
Buck Creek,24/05/2011,6.672,6.672,1,6.672,58947,5,145,2011.3925799086758,1937,2011,0.6248507382526163,-0.780744231
Buck Creek,24/05/2013,7.466,7.466,1,7.466,59678,5,145,2013.3925799086758,1961,2013,0.6248507382515849,-0.780744231
Buck Creek,24/05/2014,9.403,9.403,1,9.403,60043,5,145,2014.3925799086758,1973,2014,0.6248507382524893,-0.780744231
Buck Creek,25/05/2004,7.045,7.045,1,7.045,56392,5,146,2004.3969717668488,1853,2004,0.6030710562447331,-0.797687471
Buck Creek,25/05/2010,4.075,4.075,1,4.075,58583,5,146,2010.3953196347031,1925,2010,0.6113189313506456,-0.791384334
Buck Creek,25/05/2013,9.446,9.446,1,9.446,59679,5,146,2013.3953196347031,1961,2013,0.6113189313505168,-0.791384334
Buck Creek,25/05/2021,4.346,4.346,1,4.346,62601,5,146,2021.3953196347031,2057,2021,0.6113189313506534,-0.791384334
Buck Creek,26/05/2009,4.165,4.165,1,4.165,58219,5,147,2009.3980593607305,1913,2009,0.5976059774559659,-0.801789932
Buck Creek,26/05/2014,7.394,7.394,1,7.394,60045,5,147,2014.3980593607305,1973,2014,0.5976059774562347,-0.801789932
Buck Creek,27/05/2008,5.736,5.736,1,5.736,57855,5,148,2008.4024362477232,1901,2008,0.5753329299829493,-0.817919323
Buck Creek,28/05/2019,7.4,7.4,1,7.4,61873,5,149,2019.4035388127854,2033,2019,0.5696529349398723,-0.821885353
Buck Creek,29/05/2007,4.032,4.032,1,4.032,57491,5,150,2007.4062785388128,1889,2007,0.5554211294072756,-0.831569221
Buck Creek,29/05/2018,5.664,5.664,1,5.664,61509,5,150,2018.4062785388128,2021,2018,0.5554211294072837,-0.831569221
Buck Creek,03/05/2005,3.064,3.064,1,3.064,56735,5,124,2005.3350456621004,1865,2005,0.860595946,-0.509288345
Buck Creek,03/05/2016,7.048,7.048,1,7.048,60753,5,124,2016.3368624772313,1997,2016,0.8547262770362912,-0.519078984
Buck Creek,30/05/2006,4.741,4.741,1,4.741,57127,5,151,2006.4090182648401,1877,2006,0.5410247406070677,-0.841006677
Buck Creek,30/05/2017,8.941,8.941,1,8.941,61145,5,151,2017.4090182648401,2009,2017,0.541024741,-0.841006677
Buck Creek,31/05/2005,3.881,3.881,1,3.881,56763,5,152,2005.4117579908675,1865,2005,0.5264680345014882,-0.850194924
Buck Creek,31/05/2016,5.676,5.676,1,5.676,60781,5,152,2016.4133652094717,1997,2016,0.5178556834797987,-0.855467995
Buck Creek,04/05/2004,5.813,5.813,1,5.813,56371,5,125,2004.3395947176684,1853,2004,0.8456896501543354,-0.533675009
Buck Creek,04/05/2011,8.593,8.593,1,8.593,58927,5,125,2011.337785388128,1937,2011,0.8517018776100189,-0.524026633
Buck Creek,05/05/2011,6.874,6.874,1,6.874,58928,5,126,2011.3405251141553,1937,2011,0.8425554317235945,-0.53860964
Buck Creek,05/05/2015,4.726,4.726,1,4.726,60389,5,126,2015.3405251141553,1985,2015,0.8425554317241308,-0.53860964
Buck Creek,06/05/2003,4.658,4.658,1,4.658,56007,5,127,2003.3432648401827,1841,2003,0.833159318,-0.553033046
Buck Creek,06/05/2014,5.436,5.436,1,5.436,60025,5,127,2014.3432648401827,1973,2014,0.8331593184798024,-0.553033046
Buck Creek,07/05/2002,4.265,4.265,1,4.265,55643,5,128,2002.346005,1829,2002,0.8235163221483428,-0.567292576
Buck Creek,07/05/2013,3.881,3.881,1,3.881,59661,5,128,2013.346005,1961,2013,0.8235163221483484,-0.567292576
Buck Creek,08/05/2012,5.957,5.957,1,5.957,59297,5,129,2012.3505236794172,1949,2012,0.807078585,-0.590444035
Buck Creek,01/06/2004,4.675,4.675,1,4.675,56399,6,153,2004.4160974499089,1854,2004,0.5030941305532056,-0.864231622
Buck Creek,01/06/2015,10.718,10.718,1,10.718,60416,6,153,2015.414497716895,1986,2015,0.5117553245520852,-0.85913124
Buck Creek,10/06/2008,4.476,4.476,1,4.476,57869,6,162,2008.4406876138432,1902,2008,0.36410411833790207,-0.931358251
Buck Creek,11/06/2013,10.279,10.279,1,10.279,59696,6,163,2013.4418949771689,1962,2013,0.35702834409981027,-0.934093551
Buck Creek,11/06/2019,7.474,7.474,1,7.474,61887,6,163,2019.4418949771689,2034,2019,0.35702834410120543,-0.934093551
Buck Creek,12/06/2007,4.152,4.152,1,4.152,57505,6,164,2007.4446347031962,1890,2007,0.34089656152754366,-0.940100811
Buck Creek,12/06/2018,3.997,3.997,1,3.997,61523,6,164,2018.4446347031962,2022,2018,0.3408965615275529,-0.940100811
Buck Creek,13/06/2006,4.92,4.92,1,4.92,57141,6,165,2006.4473744292238,1878,2006,0.3246637639438358,-0.945829499
Buck Creek,13/06/2014,10.114,10.114,1,10.114,60063,6,165,2014.4473744292238,1974,2014,0.32466376394399893,-0.945829499
Buck Creek,13/06/2017,6.216,6.216,1,6.216,61159,6,165,2017.4473744292238,2010,2017,0.32466376394384505,-0.945829499
Buck Creek,14/06/2005,8.082,8.082,1,8.082,56777,6,166,2005.4501141552512,1866,2005,0.30833476148349026,-0.951277917
Buck Creek,14/06/2016,6.214,6.214,1,6.214,60795,6,166,2016.451616575592,1998,2016,0.2993411069345253,-0.954146164
Buck Creek,15/06/2004,5.192,5.192,1,5.192,56413,6,167,2004.454348816029,1854,2004,0.2829178106567416,-0.959144156
Buck Creek,16/06/2005,8.01,8.01,1,8.01,56779,6,168,2005.455593607306,1866,2005,0.2754075235367449,-0.96132757
Buck Creek,16/06/2015,7.085,7.085,1,7.085,60431,6,168,2015.455593607306,1986,2015,0.27540752353738934,-0.96132757
Buck Creek,17/06/2003,4.466,4.466,1,4.466,56049,6,169,2003.4583333333333,1842,2003,0.25881904510345943,-0.965925826
Buck Creek,17/06/2005,8.83,8.83,1,8.83,56780,6,169,2005.4583333333333,1866,2005,0.2588190451039403,-0.965925826
Buck Creek,17/06/2006,7.01,7.01,1,7.01,57145,6,169,2006.4583333333333,1878,2006,0.2588190451033023,-0.965925826
Buck Creek,17/06/2014,6.412,6.412,1,6.412,60067,6,169,2014.4583333333333,1974,2014,0.2588190451034689,-0.965925826
Buck Creek,18/06/2002,6.646,6.646,1,6.646,55685,6,170,2002.4610730593608,1830,2002,0.24215387300069943,-0.970237858
Buck Creek,18/06/2005,7.654,7.654,1,7.654,56781,6,170,2005.4610730593608,1866,2005,0.24215387300054156,-0.970237858
Buck Creek,18/06/2006,7.555,7.555,1,7.555,57146,6,170,2006.4610730593608,1878,2006,0.24215387299990068,-0.970237858
Buck Creek,18/06/2013,6.484,6.484,1,6.484,59703,6,170,2013.4610730593608,1962,2013,0.24215387300070892,-0.970237858
Buck Creek,19/06/2007,5.734,5.734,1,5.734,57512,6,171,2007.4638127853882,1890,2007,0.225416945,-0.974262388
Buck Creek,19/06/2012,4.466,4.466,1,4.466,59339,6,171,2012.4652777777778,1950,2012,0.216439614,-0.976296007
Buck Creek,20/06/2007,9.2,9.2,1,9.2,57513,6,172,2007.4665525114156,1890,2007,0.20861322205278718,-0.977998223
Buck Creek,20/06/2019,11.822,11.822,1,11.822,61896,6,172,2019.4665525114156,2034,2019,0.20861322205215072,-0.977998223
Buck Creek,21/06/2011,4.692,4.692,1,4.692,58975,6,173,2011.469292237443,1938,2011,0.19174768202589507,-0.981444255
Buck Creek,21/06/2019,9.926,9.926,1,9.926,61897,6,173,2019.469292237443,2034,2019,0.19174768202606435,-0.981444255
Buck Creek,22/06/2010,5.236,5.236,1,5.236,58611,6,174,2010.4720319634703,1926,2010,0.17482532302223483,-0.984599465
Buck Creek,22/06/2021,8.57,8.57,1,8.57,62629,6,174,2021.4720319634703,2058,2021,0.1748253230222445,-0.984599465
Buck Creek,23/06/2009,4.607,4.607,1,4.607,58247,6,175,2009.4747716894976,1914,2009,0.15785115950232168,-0.987462916
Buck Creek,23/06/2015,12.355,12.355,1,12.355,60438,6,175,2015.4747716894976,1986,2015,0.15785115950379658,-0.987462916
Buck Creek,23/06/2017,10.116,10.116,1,10.116,61169,6,175,2017.4747716894976,2010,2017,0.15785116,-0.987462916
Buck Creek,23/06/2020,4.742,4.742,1,4.742,62265,6,175,2020.4762067395263,2046,2020,0.14894122117346678,-0.988846051
Buck Creek,24/06/2008,3.468,3.468,1,3.468,57883,6,176,2008.4789389799635,1902,2008,0.1319444169556886,-0.991257116
Buck Creek,25/06/2019,6.956,6.956,1,6.956,61901,6,177,2019.4802511415526,2034,2019,0.1237675520191849,-0.992311238
Buck Creek,26/06/2006,7.691,7.691,1,7.691,57154,6,178,2006.482991,1878,2006,0.10666820776393386,-0.994294671
Buck Creek,26/06/2007,2.712,2.712,1,2.712,57519,6,178,2007.482991,1890,2007,0.10666820776327707,-0.994294671
Buck Creek,26/06/2018,4.081,4.081,1,4.081,61537,6,178,2018.482991,2022,2018,0.10666820776328681,-0.994294671
Buck Creek,27/06/2006,15.074,15.074,1,15.074,57155,6,179,2006.4857305936073,1878,2006,0.089537255,-0.995983474
Buck Creek,27/06/2017,7.211,7.211,1,7.211,61173,6,179,2017.4857305936073,2010,2017,0.089537255,-0.995983474
Buck Creek,28/06/2005,3.893,3.893,1,3.893,56791,6,180,2005.4884703196346,1866,2005,0.072379771,-0.997377145
Buck Creek,28/06/2006,12.064,12.064,1,12.064,57156,6,180,2006.4884703196346,1878,2006,0.072379771,-0.997377145
Buck Creek,28/06/2008,8.356,8.356,1,8.356,57887,6,180,2008.4898679417122,1902,2008,0.063618607,-0.997974285
Buck Creek,28/06/2010,9.617,9.617,1,9.617,58617,6,180,2010.4884703196346,1926,2010,0.072379771,-0.997377145
Buck Creek,28/06/2013,8.579,8.579,1,8.579,59713,6,180,2013.4884703196346,1962,2013,0.072379771,-0.997377145
Buck Creek,28/06/2016,3.784,3.784,1,3.784,60809,6,180,2016.4898679417122,1998,2016,0.063618607,-0.997974285
Buck Creek,29/06/2004,3.352,3.352,1,3.352,56427,6,181,2004.4926001821493,1854,2004,0.046477677192857676,-0.998919329
Buck Creek,29/06/2008,9.198,9.198,1,9.198,57888,6,181,2008.4926001821493,1902,2008,0.046477677,-0.998919329
Buck Creek,29/06/2010,9,9,1,9,58618,6,181,2010.491210045662,1926,2010,0.055200839,-0.998475271
Buck Creek,03/06/2003,6.008,6.008,1,6.008,56035,6,155,2003.4199771689498,1842,2003,0.4818793768445147,-0.876237563
Buck Creek,03/06/2014,4.534,4.534,1,4.534,60053,6,155,2014.4199771689498,1974,2014,0.4818793768445233,-0.876237563
Buck Creek,30/06/2015,7.613,7.613,1,7.613,60445,6,182,2015.4939497716896,1986,2015,0.038005550332541826,-0.999277528
Buck Creek,04/06/2002,5.077,5.077,1,5.077,55671,6,156,2002.4227168949772,1830,2002,0.46672499197189415,-0.8844025
Buck Creek,04/06/2013,6.088,6.088,1,6.088,59689,6,156,2013.4227168949772,1962,2013,0.4667249919719028,-0.8844025
Buck Creek,05/06/2012,6.666,6.666,1,6.666,59325,6,157,2012.4270264116576,1950,2012,0.44260942795558705,-0.8967145
Buck Creek,05/06/2016,10.268,10.268,1,10.268,60786,6,157,2016.4270264116576,1998,2016,0.4426094279564799,-0.8967145
Buck Creek,05/06/2018,6.676,6.676,1,6.676,61516,6,157,2018.4254566210045,2022,2018,0.45143230641273835,-0.89230537
Buck Creek,06/06/2017,11.302,11.302,1,11.302,61152,6,158,2017.4281963470319,2010,2017,0.43600585171715067,-0.89994383
Buck Creek,06/06/2019,10.019,10.019,1,10.019,61882,6,158,2019.4281963470319,2034,2019,0.43600585171759876,-0.89994383
Buck Creek,07/06/2011,5.192,5.192,1,5.192,58961,6,159,2011.4309360730595,1938,2011,0.42045019907761333,-0.907315618
Buck Creek,08/06/2010,6.445,6.445,1,6.445,58597,6,160,2010.4336757990868,1926,2010,0.4047699579703277,-0.914418548
Buck Creek,08/06/2021,4.206,4.206,1,4.206,62615,6,160,2021.4336757990868,2058,2021,0.4047699579703367,-0.914418548
Buck Creek,09/06/2009,4.574,4.574,1,4.574,58233,6,161,2009.4364155251142,1914,2009,0.38896977479051564,-0.921250517
Buck Creek,09/06/2015,10.735,10.735,1,10.735,60424,6,161,2015.4364155251142,1986,2015,0.3889697747902159,-0.921250517
Buck Creek,09/06/2020,5.474,5.474,1,5.474,62251,6,161,2020.437955373406,2046,2020,0.38003846961068033,-0.924970681
Buck Creek,01/07/2003,3.896,3.896,1,3.896,56063,7,183,2003.496689497717,1843,2003,0.020798999410293572,-0.999783677
Buck Creek,01/07/2013,9.097,9.097,1,9.097,59716,7,183,2013.496689497717,1963,2013,0.020798999410963786,-0.999783677
Buck Creek,01/07/2014,5.465,5.465,1,5.465,60081,7,183,2014.496689497717,1975,2014,0.020798999,-0.999783677
Buck Creek,01/07/2017,12.234,12.234,1,12.234,61177,7,183,2017.496689497717,2011,2017,0.020798999410140715,-0.999783677
Buck Creek,10/07/2007,4.512,4.512,1,4.512,57533,7,192,2007.5213470319634,1891,2007,-0.133725557,-0.991018403
Buck Creek,10/07/2009,7.315,7.315,1,7.315,58264,7,192,2009.5213470319634,1915,2009,-0.133725557,-0.991018403
Buck Creek,10/07/2018,5.028,5.028,1,5.028,61551,7,192,2018.5213470319634,2023,2018,-0.133725557,-0.991018403
Buck Creek,11/07/2006,4.327,4.327,1,4.327,57169,7,193,2006.524086757991,1879,2006,-0.150764497,-0.988569707
Buck Creek,11/07/2009,10.933,10.933,1,10.933,58265,7,193,2009.524086757991,1915,2009,-0.150764497,-0.988569707
Buck Creek,11/07/2017,6.068,6.068,1,6.068,61187,7,193,2017.524086757991,2011,2017,-0.150764497,-0.988569707
Buck Creek,11/07/2021,10.17,10.17,1,10.17,62648,7,193,2021.524086757991,2059,2021,-0.150764497,-0.988569707
Buck Creek,12/07/2005,11.389,11.389,1,11.389,56805,7,194,2005.5268264840183,1867,2005,-0.167758762,-0.985828077
Buck Creek,12/07/2009,11.267,11.267,1,11.267,58266,7,194,2009.5268264840183,1915,2009,-0.167758762,-0.985828077
Buck Creek,12/07/2016,6.5,6.5,1,6.5,60823,7,194,2016.5281193078324,1999,2016,-0.175761072,-0.984432855
Buck Creek,13/07/2004,3.931,3.931,1,3.931,56441,7,195,2004.5308515482695,1855,2004,-0.192634272,-0.981270624
Buck Creek,13/07/2005,6.836,6.836,1,6.836,56806,7,195,2005.5295662100457,1867,2005,-0.184703317,-0.982794325
Buck Creek,13/07/2009,8.58,8.58,1,8.58,58267,7,195,2009.5295662100457,1915,2009,-0.184703317,-0.982794325
Buck Creek,13/07/2020,13.99,13.99,1,13.99,62285,7,195,2020.5308515482695,2047,2020,-0.192634272,-0.981270624
Buck Creek,14/07/2005,8.519,8.519,1,8.519,56807,7,196,2005.532305936073,1867,2005,-0.20159314,-0.979469349
Buck Creek,14/07/2015,5.008,5.008,1,5.008,60459,7,196,2015.532305936073,1987,2015,-0.20159314,-0.979469349
Buck Creek,14/07/2021,12.811,12.811,1,12.811,62651,7,196,2021.532305936073,2059,2021,-0.20159314,-0.979469349
Buck Creek,15/07/2003,3.584,3.584,1,3.584,56077,7,197,2003.5350456621004,1843,2003,-0.218423226,-0.975854136
Buck Creek,15/07/2005,6.857,6.857,1,6.857,56808,7,197,2005.5350456621004,1867,2005,-0.218423226,-0.975854136
Buck Creek,15/07/2014,5.137,5.137,1,5.137,60095,7,197,2014.5350456621004,1975,2014,-0.218423226,-0.975854136
Buck Creek,16/07/2002,4.44,4.44,1,4.44,55713,7,198,2002.5377853881278,1831,2002,-0.235188589,-0.971949756
Buck Creek,16/07/2010,7.384,7.384,1,7.384,58635,7,198,2010.5377853881278,1927,2010,-0.235188589,-0.971949756
Buck Creek,16/07/2013,6.002,6.002,1,6.002,59731,7,198,2013.5377853881278,1963,2013,-0.235188589,-0.971949756
Buck Creek,17/07/2012,4.969,4.969,1,4.969,59367,7,199,2012.5417805100183,1951,2012,-0.259509904,-0.965740446
Buck Creek,18/07/2021,12.32,12.32,1,12.32,62655,7,200,2021.5432648401827,2059,2021,-0.268505294,-0.963278209
Buck Creek,19/07/2011,5.412,5.412,1,5.412,59003,7,201,2011.546005,1939,2011,-0.285046763,-0.958513611
