site,Date,ConcLow,ConcHigh,Uncen,ConcAve,Julian,Month,Day,DecYear,MonthSeq,waterYear,SinDY,CosDY
Buck Creek,09/04/2011,0.689,0.689,1,0.689,58902,4,100,2011.2692922374429,1936,2011,0.9926622468470511,-0.120920071
Buck Creek,09/04/2013,0.712,0.712,1,0.712,59633,4,100,2013.2692922374429,1960,2013,0.9926622468468914,-0.120920071
Buck Creek,09/04/2019,0.353,0.353,1,0.353,61824,4,100,2019.2692922374429,2032,2019,0.992662247,-0.120920071
Buck Creek,01/05/2007,0.742,0.742,1,0.742,57463,5,122,2007.3295662100456,1889,2007,0.8776164829307868,-0.479363441
Buck Creek,01/05/2018,0.309,0.309,1,0.309,61481,5,122,2018.3295662100456,2021,2018,0.8776164829307914,-0.479363441
Buck Creek,10/05/2007,0.405,0.405,1,0.405,57472,5,131,2007.3542237442923,1889,2007,0.7931349695927942,-0.60904591
Buck Creek,10/05/2011,0.314,0.314,1,0.314,58933,5,131,2011.3542237442923,1937,2011,0.7931349695934006,-0.60904591
Buck Creek,10/05/2019,0.081,0.081,1,0.081,61855,5,131,2019.3542237442923,2033,2019,0.7931349695935057,-0.60904591
Buck Creek,11/05/2003,0.274,0.274,1,0.274,56012,5,132,2003.3569634703197,1841,2003,0.7825337339321345,-0.622608188
Buck Creek,11/05/2007,0.536,0.536,1,0.536,57473,5,132,2007.3569634703197,1889,2007,0.782533734,-0.622608188
Buck Creek,11/05/2010,0.199,0.199,1,0.199,58569,5,132,2010.3569634703197,1925,2010,0.7825337339315207,-0.622608188
Buck Creek,11/05/2021,0.09,0.09,1,0.09,62587,5,132,2021.3569634703197,2057,2021,0.7825337339315268,-0.622608188
Buck Creek,12/05/2003,0.442,0.442,1,0.442,56013,5,133,2003.359703196347,1841,2003,0.771700617,-0.635985973
Buck Creek,12/05/2009,0.161,0.161,1,0.161,58205,5,133,2009.359703196347,1913,2009,0.771700617,-0.635985973
Buck Creek,13/05/2002,0.223,0.223,1,0.223,55649,5,134,2002.3624429223744,1829,2002,0.7606388277941043,-0.649175303
Buck Creek,13/05/2006,0.174,0.174,1,0.174,57110,5,134,2006.3624429223744,1877,2006,0.7606388277935698,-0.649175303
Buck Creek,14/05/2002,0.309,0.309,1,0.309,55650,5,135,2002.3651826484017,1829,2002,0.7493516452499861,-0.662172267
Buck Creek,14/05/2003,0.434,0.434,1,0.434,56015,5,135,2003.3651826484017,1841,2003,0.7493516452507532,-0.662172267
Buck Creek,14/05/2019,0.087,0.087,1,0.087,61859,5,135,2019.3651826484017,2033,2019,0.7493516452497772,-0.662172267
Buck Creek,15/05/2002,0.333,0.333,1,0.333,55651,5,136,2002.3679223744293,1829,2002,0.737842414,-0.674973016
Buck Creek,15/05/2007,0.484,0.484,1,0.484,57477,5,136,2007.3679223744293,1889,2007,0.7378424136412483,-0.674973016
Buck Creek,15/05/2018,0.174,0.174,1,0.174,61495,5,136,2018.3679223744293,2021,2018,0.7378424136412548,-0.674973016
Buck Creek,16/05/2006,0.193,0.193,1,0.193,57113,5,137,2006.3706621004567,1877,2006,0.7261145434016122,-0.687573756
Buck Creek,16/05/2009,0.132,0.132,1,0.132,58209,5,137,2009.3706621004567,1913,2009,0.7261145434015004,-0.687573756
Buck Creek,16/05/2014,0.459,0.459,1,0.459,60035,5,137,2014.3706621004567,1973,2014,0.7261145434017308,-0.687573756
Buck Creek,16/05/2017,0.14,0.14,1,0.14,61131,5,137,2017.3706621004567,2009,2017,0.726114543,-0.687573756
Buck Creek,17/05/2002,0.332,0.332,1,0.332,55653,5,138,2002.373401826484,1829,2002,0.71417151,-0.699970753
Buck Creek,17/05/2005,0.112,0.112,1,0.112,56749,5,138,2005.373401826484,1865,2005,0.7141715097531961,-0.699970753
Buck Creek,17/05/2009,0.187,0.187,1,0.187,58210,5,138,2009.373401826484,1913,2009,0.7141715097526199,-0.699970753
Buck Creek,17/05/2014,0.519,0.519,1,0.519,60036,5,138,2014.373401826484,1973,2014,0.7141715097528545,-0.699970753
Buck Creek,17/05/2016,0.14,0.14,1,0.14,60767,5,138,2016.3751138433515,1997,2016,0.7066008076496862,-0.707612393
Buck Creek,18/05/2004,0.239,0.239,1,0.239,56385,5,139,2004.3778460837887,1853,2004,0.6943495807233244,-0.719637867
Buck Creek,19/05/2015,0.277,0.277,1,0.277,60403,5,140,2015.3788812785388,1985,2015,0.6896541708479231,-0.724138885
Buck Creek,02/05/2003,0.458,0.458,1,0.458,56003,5,123,2003.332305936073,1841,2003,0.869235001,-0.494399144
Buck Creek,02/05/2006,0.312,0.312,1,0.312,57099,5,123,2006.332305936073,1877,2006,0.8692350009346436,-0.494399144
Buck Creek,02/05/2017,0.139,0.139,1,0.139,61117,5,123,2017.332305936073,2009,2017,0.8692350009346484,-0.494399144
Buck Creek,20/05/2003,0.325,0.325,1,0.325,56021,5,141,2003.3816210045661,1841,2003,0.6770871306081232,-0.735902859
Buck Creek,20/05/2011,0.17,0.17,1,0.17,58943,5,141,2011.3816210045661,1937,2011,0.6770871306082501,-0.735902859
Buck Creek,20/05/2014,0.44,0.44,1,0.44,60039,5,141,2014.3816210045661,1973,2014,0.6770871306081304,-0.735902859
Buck Creek,20/05/2019,0.081,0.081,1,0.081,61865,5,141,2019.3816210045661,2033,2019,0.677087131,-0.735902859
Buck Creek,20/05/2020,0.127,0.127,1,0.127,62231,5,141,2020.3833105646631,2045,2020,0.6692369136420959,-0.743049092
Buck Creek,21/05/2002,0.269,0.269,1,0.269,55657,5,142,2002.3843607305937,1829,2002,0.6643194548374268,-0.747448769
Buck Creek,21/05/2011,0.251,0.251,1,0.251,58944,5,142,2011.3843607305937,1937,2011,0.6643194548384217,-0.747448769
Buck Creek,21/05/2013,0.283,0.283,1,0.283,59675,5,142,2013.3843607305937,1961,2013,0.6643194548374342,-0.747448769
Buck Creek,22/05/2004,0.185,0.185,1,0.185,56389,5,143,2004.3887750455374,1853,2004,0.6433353959259709,-0.765584462
Buck Creek,22/05/2012,0.409,0.409,1,0.409,59311,5,143,2012.3887750455374,1949,2012,0.643335396,-0.765584462
Buck Creek,23/05/2004,0.185,0.185,1,0.185,56390,5,144,2004.3915072859745,1853,2004,0.6300983236496911,-0.776515359
Buck Creek,23/05/2014,0.298,0.298,1,0.298,60042,5,144,2014.3898401826484,1973,2014,0.6381973883944352,-0.769872777
Buck Creek,24/05/2004,0.284,0.284,1,0.284,56391,5,145,2004.3942395264116,1853,2004,0.6166755585067274,-0.787217413
Buck Creek,24/05/2011,0.21,0.21,1,0.21,58947,5,145,2011.3925799086758,1937,2011,0.6248507382526163,-0.780744231
Buck Creek,24/05/2013,0.137,0.137,1,0.137,59678,5,145,2013.3925799086758,1961,2013,0.6248507382515849,-0.780744231
Buck Creek,24/05/2014,0.39,0.39,1,0.39,60043,5,145,2014.3925799086758,1973,2014,0.6248507382524893,-0.780744231
Buck Creek,25/05/2004,0.311,0.311,1,0.311,56392,5,146,2004.3969717668488,1853,2004,0.6030710562447331,-0.797687471
Buck Creek,25/05/2010,0.181,0.181,1,0.181,58583,5,146,2010.3953196347031,1925,2010,0.6113189313506456,-0.791384334
Buck Creek,25/05/2013,0.22,0.22,1,0.22,59679,5,146,2013.3953196347031,1961,2013,0.6113189313505168,-0.791384334
Buck Creek,25/05/2021,0.126,0.126,1,0.126,62601,5,146,2021.3953196347031,2057,2021,0.6113189313506534,-0.791384334
Buck Creek,26/05/2009,0.181,0.181,1,0.181,58219,5,147,2009.3980593607305,1913,2009,0.5976059774559659,-0.801789932
Buck Creek,26/05/2014,0.403,0.403,1,0.403,60045,5,147,2014.3980593607305,1973,2014,0.5976059774562347,-0.801789932
Buck Creek,27/05/2008,0.118,0.118,1,0.118,57855,5,148,2008.4024362477232,1901,2008,0.5753329299829493,-0.817919323
Buck Creek,28/05/2019,0.063,0.063,1,0.063,61873,5,149,2019.4035388127854,2033,2019,0.5696529349398723,-0.821885353
Buck Creek,29/05/2007,0.342,0.342,1,0.342,57491,5,150,2007.4062785388128,1889,2007,0.5554211294072756,-0.831569221
Buck Creek,29/05/2018,0.195,0.195,1,0.195,61509,5,150,2018.4062785388128,2021,2018,0.5554211294072837,-0.831569221
Buck Creek,03/05/2005,0.571,0.571,1,0.571,56735,5,124,2005.3350456621004,1865,2005,0.860595946,-0.509288345
Buck Creek,03/05/2016,0.183,0.183,1,0.183,60753,5,124,2016.3368624772313,1997,2016,0.8547262770362912,-0.519078984
Buck Creek,30/05/2006,0.129,0.129,1,0.129,57127,5,151,2006.4090182648401,1877,2006,0.5410247406070677,-0.841006677
Buck Creek,30/05/2017,0.078,0.078,1,0.078,61145,5,151,2017.4090182648401,2009,2017,0.541024741,-0.841006677
Buck Creek,31/05/2005,0.242,0.242,1,0.242,56763,5,152,2005.4117579908675,1865,2005,0.5264680345014882,-0.850194924
Buck Creek,31/05/2016,0.228,0.228,1,0.228,60781,5,152,2016.4133652094717,1997,2016,0.5178556834797987,-0.855467995
Buck Creek,04/05/2004,0.395,0.395,1,0.395,56371,5,125,2004.3395947176684,1853,2004,0.8456896501543354,-0.533675009
Buck Creek,04/05/2011,0.33,0.33,1,0.33,58927,5,125,2011.337785388128,1937,2011,0.8517018776100189,-0.524026633
Buck Creek,05/05/2011,0.389,0.389,1,0.389,58928,5,126,2011.3405251141553,1937,2011,0.8425554317235945,-0.53860964
Buck Creek,05/05/2015,0.484,0.484,1,0.484,60389,5,126,2015.3405251141553,1985,2015,0.8425554317241308,-0.53860964
Buck Creek,06/05/2003,0.391,0.391,1,0.391,56007,5,127,2003.3432648401827,1841,2003,0.833159318,-0.553033046
Buck Creek,06/05/2014,0.638,0.638,1,0.638,60025,5,127,2014.3432648401827,1973,2014,0.8331593184798024,-0.553033046
Buck Creek,07/05/2002,0.295,0.295,1,0.295,55643,5,128,2002.346005,1829,2002,0.8235163221483428,-0.567292576
Buck Creek,07/05/2013,0.378,0.378,1,0.378,59661,5,128,2013.346005,1961,2013,0.8235163221483484,-0.567292576
Buck Creek,08/05/2012,0.573,0.573,1,0.573,59297,5,129,2012.3505236794172,1949,2012,0.807078585,-0.590444035
Buck Creek,01/06/2004,0.235,0.235,1,0.235,56399,6,153,2004.4160974499089,1854,2004,0.5030941305532056,-0.864231622
Buck Creek,01/06/2015,0.196,0.196,1,0.196,60416,6,153,2015.414497716895,1986,2015,0.5117553245520852,-0.85913124
Buck Creek,10/06/2008,0.207,0.207,1,0.207,57869,6,162,2008.4406876138432,1902,2008,0.36410411833790207,-0.931358251
Buck Creek,11/06/2013,0.158,0.158,1,0.158,59696,6,163,2013.4418949771689,1962,2013,0.35702834409981027,-0.934093551
Buck Creek,11/06/2019,0.056,0.056,1,0.056,61887,6,163,2019.4418949771689,2034,2019,0.35702834410120543,-0.934093551
Buck Creek,12/06/2007,0.315,0.315,1,0.315,57505,6,164,2007.4446347031962,1890,2007,0.34089656152754366,-0.940100811
Buck Creek,12/06/2018,0.263,0.263,1,0.263,61523,6,164,2018.4446347031962,2022,2018,0.3408965615275529,-0.940100811
Buck Creek,13/06/2006,0.162,0.162,1,0.162,57141,6,165,2006.4473744292238,1878,2006,0.3246637639438358,-0.945829499
Buck Creek,13/06/2014,0.193,0.193,1,0.193,60063,6,165,2014.4473744292238,1974,2014,0.32466376394399893,-0.945829499
Buck Creek,13/06/2017,0.16,0.16,1,0.16,61159,6,165,2017.4473744292238,2010,2017,0.32466376394384505,-0.945829499
Buck Creek,14/06/2005,0.178,0.178,1,0.178,56777,6,166,2005.4501141552512,1866,2005,0.30833476148349026,-0.951277917
Buck Creek,14/06/2016,0.141,0.141,1,0.141,60795,6,166,2016.451616575592,1998,2016,0.2993411069345253,-0.954146164
Buck Creek,15/06/2004,0.239,0.239,1,0.239,56413,6,167,2004.454348816029,1854,2004,0.2829178106567416,-0.959144156
Buck Creek,16/06/2005,0.145,0.145,1,0.145,56779,6,168,2005.455593607306,1866,2005,0.2754075235367449,-0.96132757
Buck Creek,16/06/2015,0.147,0.147,1,0.147,60431,6,168,2015.455593607306,1986,2015,0.27540752353738934,-0.96132757
Buck Creek,17/06/2003,0.242,0.242,1,0.242,56049,6,169,2003.4583333333333,1842,2003,0.25881904510345943,-0.965925826
Buck Creek,17/06/2005,0.16,0.16,1,0.16,56780,6,169,2005.4583333333333,1866,2005,0.2588190451039403,-0.965925826
Buck Creek,17/06/2006,0.157,0.157,1,0.157,57145,6,169,2006.4583333333333,1878,2006,0.2588190451033023,-0.965925826
Buck Creek,17/06/2014,0.204,0.204,1,0.204,60067,6,169,2014.4583333333333,1974,2014,0.2588190451034689,-0.965925826
Buck Creek,18/06/2002,0.109,0.109,1,0.109,55685,6,170,2002.4610730593608,1830,2002,0.24215387300069943,-0.970237858
Buck Creek,18/06/2005,0.185,0.185,1,0.185,56781,6,170,2005.4610730593608,1866,2005,0.24215387300054156,-0.970237858
Buck Creek,18/06/2006,0.108,0.108,1,0.108,57146,6,170,2006.4610730593608,1878,2006,0.24215387299990068,-0.970237858
Buck Creek,18/06/2013,0.144,0.144,1,0.144,59703,6,170,2013.4610730593608,1962,2013,0.24215387300070892,-0.970237858
Buck Creek,19/06/2007,0.313,0.313,1,0.313,57512,6,171,2007.4638127853882,1890,2007,0.225416945,-0.974262388
Buck Creek,19/06/2012,0.28,0.28,1,0.28,59339,6,171,2012.4652777777778,1950,2012,0.216439614,-0.976296007
Buck Creek,20/06/2007,0.416,0.416,1,0.416,57513,6,172,2007.4665525114156,1890,2007,0.20861322205278718,-0.977998223
Buck Creek,20/06/2019,0.099,0.099,1,0.099,61896,6,172,2019.4665525114156,2034,2019,0.20861322205215072,-0.977998223
Buck Creek,21/06/2011,0.176,0.176,1,0.176,58975,6,173,2011.469292237443,1938,2011,0.19174768202589507,-0.981444255
Buck Creek,21/06/2019,0.073,0.073,1,0.073,61897,6,173,2019.469292237443,2034,2019,0.19174768202606435,-0.981444255
Buck Creek,22/06/2010,0.146,0.146,1,0.146,58611,6,174,2010.4720319634703,1926,2010,0.17482532302223483,-0.984599465
Buck Creek,22/06/2021,0.049,0.049,1,0.049,62629,6,174,2021.4720319634703,2058,2021,0.1748253230222445,-0.984599465
Buck Creek,23/06/2009,0.148,0.148,1,0.148,58247,6,175,2009.4747716894976,1914,2009,0.15785115950232168,-0.987462916
Buck Creek,23/06/2015,0.111,0.111,1,0.111,60438,6,175,2015.4747716894976,1986,2015,0.15785115950379658,-0.987462916
Buck Creek,23/06/2017,0.123,0.123,1,0.123,61169,6,175,2017.4747716894976,2010,2017,0.15785116,-0.987462916
Buck Creek,23/06/2020,0.231,0.231,1,0.231,62265,6,175,2020.4762067395263,2046,2020,0.14894122117346678,-0.988846051
Buck Creek,24/06/2008,0.287,0.287,1,0.287,57883,6,176,2008.4789389799635,1902,2008,0.1319444169556886,-0.991257116
Buck Creek,25/06/2019,0.07,0.07,1,0.07,61901,6,177,2019.4802511415526,2034,2019,0.1237675520191849,-0.992311238
Buck Creek,26/06/2006,0.149,0.149,1,0.149,57154,6,178,2006.482991,1878,2006,0.10666820776393386,-0.994294671
Buck Creek,26/06/2007,0.388,0.388,1,0.388,57519,6,178,2007.482991,1890,2007,0.10666820776327707,-0.994294671
Buck Creek,26/06/2018,0.252,0.252,1,0.252,61537,6,178,2018.482991,2022,2018,0.10666820776328681,-0.994294671
Buck Creek,27/06/2006,0.148,0.148,1,0.148,57155,6,179,2006.4857305936073,1878,2006,0.089537255,-0.995983474
Buck Creek,27/06/2017,0.101,0.101,1,0.101,61173,6,179,2017.4857305936073,2010,2017,0.089537255,-0.995983474
Buck Creek,28/06/2005,0.323,0.323,1,0.323,56791,6,180,2005.4884703196346,1866,2005,0.072379771,-0.997377145
Buck Creek,28/06/2006,0.224,0.224,1,0.224,57156,6,180,2006.4884703196346,1878,2006,0.072379771,-0.997377145
Buck Creek,28/06/2008,0.178,0.178,1,0.178,57887,6,180,2008.4898679417122,1902,2008,0.063618607,-0.997974285
Buck Creek,28/06/2010,0.106,0.106,1,0.106,58617,6,180,2010.4884703196346,1926,2010,0.072379771,-0.997377145
Buck Creek,28/06/2013,0.131,0.131,1,0.131,59713,6,180,2013.4884703196346,1962,2013,0.072379771,-0.997377145
Buck Creek,28/06/2016,0.385,0.385,1,0.385,60809,6,180,2016.4898679417122,1998,2016,0.063618607,-0.997974285
Buck Creek,29/06/2004,0.335,0.335,1,0.335,56427,6,181,2004.4926001821493,1854,2004,0.046477677192857676,-0.998919329
Buck Creek,29/06/2008,0.074,0.074,1,0.074,57888,6,181,2008.4926001821493,1902,2008,0.046477677,-0.998919329
Buck Creek,29/06/2010,0.099,0.099,1,0.099,58618,6,181,2010.491210045662,1926,2010,0.055200839,-0.998475271
Buck Creek,03/06/2003,0.19,0.19,1,0.19,56035,6,155,2003.4199771689498,1842,2003,0.4818793768445147,-0.876237563
Buck Creek,03/06/2014,0.314,0.314,1,0.314,60053,6,155,2014.4199771689498,1974,2014,0.4818793768445233,-0.876237563
Buck Creek,30/06/2015,0.098,0.098,1,0.098,60445,6,182,2015.4939497716896,1986,2015,0.038005550332541826,-0.999277528
Buck Creek,04/06/2002,0.164,0.164,1,0.164,55671,6,156,2002.4227168949772,1830,2002,0.46672499197189415,-0.8844025
Buck Creek,04/06/2013,0.196,0.196,1,0.196,59689,6,156,2013.4227168949772,1962,2013,0.4667249919719028,-0.8844025
Buck Creek,05/06/2012,0.288,0.288,1,0.288,59325,6,157,2012.4270264116576,1950,2012,0.44260942795558705,-0.8967145
Buck Creek,05/06/2016,0.239,0.239,1,0.239,60786,6,157,2016.4270264116576,1998,2016,0.4426094279564799,-0.8967145
Buck Creek,05/06/2018,0.175,0.175,1,0.175,61516,6,157,2018.4254566210045,2022,2018,0.45143230641273835,-0.89230537
Buck Creek,06/06/2017,0.104,0.104,1,0.104,61152,6,158,2017.4281963470319,2010,2017,0.43600585171715067,-0.89994383
Buck Creek,06/06/2019,0.056,0.056,1,0.056,61882,6,158,2019.4281963470319,2034,2019,0.43600585171759876,-0.89994383
Buck Creek,07/06/2011,0.176,0.176,1,0.176,58961,6,159,2011.4309360730595,1938,2011,0.42045019907761333,-0.907315618
Buck Creek,08/06/2010,0.113,0.113,1,0.113,58597,6,160,2010.4336757990868,1926,2010,0.4047699579703277,-0.914418548
Buck Creek,08/06/2021,0.203,0.203,1,0.203,62615,6,160,2021.4336757990868,2058,2021,0.4047699579703367,-0.914418548
Buck Creek,09/06/2009,0.186,0.186,1,0.186,58233,6,161,2009.4364155251142,1914,2009,0.38896977479051564,-0.921250517
Buck Creek,09/06/2015,0.228,0.228,1,0.228,60424,6,161,2015.4364155251142,1986,2015,0.3889697747902159,-0.921250517
Buck Creek,09/06/2020,0.186,0.186,1,0.186,62251,6,161,2020.437955373406,2046,2020,0.38003846961068033,-0.924970681
Buck Creek,01/07/2003,0.297,0.297,1,0.297,56063,7,183,2003.496689497717,1843,2003,0.020798999410293572,-0.999783677
Buck Creek,01/07/2013,0.075,0.075,1,0.075,59716,7,183,2013.496689497717,1963,2013,0.020798999410963786,-0.999783677
Buck Creek,01/07/2014,0.189,0.189,1,0.189,60081,7,183,2014.496689497717,1975,2014,0.020798999,-0.999783677
Buck Creek,01/07/2017,0.045,0.045,1,0.045,61177,7,183,2017.496689497717,2011,2017,0.020798999410140715,-0.999783677
Buck Creek,10/07/2007,0.308,0.308,1,0.308,57533,7,192,2007.5213470319634,1891,2007,-0.133725557,-0.991018403
Buck Creek,10/07/2009,0.05,0.05,1,0.05,58264,7,192,2009.5213470319634,1915,2009,-0.133725557,-0.991018403
Buck Creek,10/07/2018,0.259,0.259,1,0.259,61551,7,192,2018.5213470319634,2023,2018,-0.133725557,-0.991018403
Buck Creek,11/07/2006,0.237,0.237,1,0.237,57169,7,193,2006.524086757991,1879,2006,-0.150764497,-0.988569707
Buck Creek,11/07/2009,0.056,0.056,1,0.056,58265,7,193,2009.524086757991,1915,2009,-0.150764497,-0.988569707
Buck Creek,11/07/2017,0.136,0.136,1,0.136,61187,7,193,2017.524086757991,2011,2017,-0.150764497,-0.988569707
Buck Creek,11/07/2021,0.069,0.069,1,0.069,62648,7,193,2021.524086757991,2059,2021,-0.150764497,-0.988569707
Buck Creek,12/07/2005,0.145,0.145,1,0.145,56805,7,194,2005.5268264840183,1867,2005,-0.167758762,-0.985828077
Buck Creek,12/07/2009,0.042,0.042,1,0.042,58266,7,194,2009.5268264840183,1915,2009,-0.167758762,-0.985828077
Buck Creek,12/07/2016,0.165,0.165,1,0.165,60823,7,194,2016.5281193078324,1999,2016,-0.175761072,-0.984432855
Buck Creek,13/07/2004,0.307,0.307,1,0.307,56441,7,195,2004.5308515482695,1855,2004,-0.192634272,-0.981270624
Buck Creek,13/07/2005,0.098,0.098,1,0.098,56806,7,195,2005.5295662100457,1867,2005,-0.184703317,-0.982794325
Buck Creek,13/07/2009,0.032,0.032,1,0.032,58267,7,195,2009.5295662100457,1915,2009,-0.184703317,-0.982794325
Buck Creek,13/07/2020,0.577,0.577,1,0.577,62285,7,195,2020.5308515482695,2047,2020,-0.192634272,-0.981270624
Buck Creek,14/07/2005,0.092,0.092,1,0.092,56807,7,196,2005.532305936073,1867,2005,-0.20159314,-0.979469349
Buck Creek,14/07/2015,0.238,0.238,1,0.238,60459,7,196,2015.532305936073,1987,2015,-0.20159314,-0.979469349
Buck Creek,15/07/2003,0.399,0.399,1,0.399,56077,7,197,2003.5350456621004,1843,2003,-0.218423226,-0.975854136
Buck Creek,15/07/2005,0.074,0.074,1,0.074,56808,7,197,2005.5350456621004,1867,2005,-0.218423226,-0.975854136
Buck Creek,15/07/2014,0.255,0.255,1,0.255,60095,7,197,2014.5350456621004,1975,2014,-0.218423226,-0.975854136
Buck Creek,16/07/2002,0.332,0.332,1,0.332,55713,7,198,2002.5377853881278,1831,2002,-0.235188589,-0.971949756
Buck Creek,16/07/2010,0.188,0.188,1,0.188,58635,7,198,2010.5377853881278,1927,2010,-0.235188589,-0.971949756
Buck Creek,16/07/2013,0.164,0.164,1,0.164,59731,7,198,2013.5377853881278,1963,2013,-0.235188589,-0.971949756
Buck Creek,17/07/2012,0.295,0.295,1,0.295,59367,7,199,2012.5417805100183,1951,2012,-0.259509904,-0.965740446
Buck Creek,19/07/2011,0.2,0.2,1,0.2,59003,7,201,2011.546005,1939,2011,-0.285046763,-0.958513611
Buck Creek,02/07/2002,0.19,0.19,1,0.19,55699,7,184,2002.4994292237443,1831,2002,0.003586285,-0.999993569
Buck Creek,02/07/2013,0.077,0.077,1,0.077,59717,7,184,2013.4994292237443,1963,2013,0.003586285,-0.999993569
Buck Creek,20/07/2008,0.192,0.192,1,0.192,57909,7,202,2008.5499772313296,1903,2008,-0.308880933,-0.951100714
Buck Creek,20/07/2010,0.182,0.182,1,0.182,58639,7,202,2010.5487442922374,1927,2010,-0.301503766,-0.953464986
Buck Creek,20/07/2021,0.029,0.029,1,0.029,62657,7,202,2021.5487442922374,2059,2021,-0.301503766,-0.953464986
Buck Creek,21/07/2008,0.055,0.055,1,0.055,57910,7,203,2008.5527094717668,1903,2008,-0.325162327,-0.945658216
Buck Creek,21/07/2009,0.165,0.165,1,0.165,58275,7,203,2009.5514840182648,1915,2009,-0.317871427,-0.948133828
Buck Creek,21/07/2020,0.19,0.19,1,0.19,62293,7,203,2020.5527094717668,2047,2020,-0.325162327,-0.945658216
Buck Creek,22/07/2008,0.048,0.048,1,0.048,57911,7,204,2008.555441712204,1903,2008,-0.341347895,-0.939937027
Buck Creek,23/07/2012,0.314,0.314,1,0.314,59373,7,205,2012.5581739526413,1951,2012,-0.357432865,-0.933938835
Buck Creek,23/07/2019,0.094,0.094,1,0.094,61929,7,205,2019.5569634703197,2035,2019,-0.350319351,-0.936630318
Buck Creek,24/07/2007,0.323,0.323,1,0.323,57547,7,206,2007.559703196347,1891,2007,-0.366389999,-0.930461374
Buck Creek,24/07/2012,0.364,0.364,1,0.364,59374,7,206,2012.5609061930784,1951,2012,-0.373412499,-0.927665406
Buck Creek,24/07/2018,0.311,0.311,1,0.311,61565,7,206,2018.559703196347,2023,2018,-0.366389999,-0.930461374
Buck Creek,25/07/2017,0.143,0.143,1,0.143,61201,7,207,2017.5624429223744,2011,2017,-0.382352077,-0.924016715
Buck Creek,26/07/2005,0.302,0.302,1,0.302,56819,7,208,2005.5651826484018,1867,2005,-0.398200857,-0.917298249
Buck Creek,26/07/2006,0.189,0.189,1,0.189,57184,7,208,2006.5651826484018,1879,2006,-0.398200857,-0.917298249
Buck Creek,26/07/2012,0.245,0.245,1,0.245,59376,7,208,2012.5663706739526,1951,2012,-0.40503695,-0.914300317
Buck Creek,26/07/2016,0.353,0.353,1,0.353,60837,7,208,2016.5663706739526,1999,2016,-0.40503695,-0.914300317
Buck Creek,27/07/2004,0.158,0.158,1,0.158,56455,7,209,2004.5691029143898,1855,2004,-0.420672447,-0.907212595
Buck Creek,27/07/2005,0.147,0.147,1,0.147,56820,7,209,2005.5679223744291,1867,2005,-0.41393164,-0.910307968
Buck Creek,27/07/2012,0.284,0.284,1,0.284,59377,7,209,2012.5691029143898,1951,2012,-0.420672447,-0.907212595
Buck Creek,27/07/2014,0.251,0.251,1,0.251,60107,7,209,2014.5679223744291,1975,2014,-0.41393164,-0.910307968
Buck Creek,28/07/2005,0.116,0.116,1,0.116,56821,7,210,2005.5706621004567,1867,2005,-0.429539767,-0.903047944
Buck Creek,28/07/2006,0.153,0.153,1,0.153,57186,7,210,2006.5706621004567,1879,2006,-0.429539767,-0.903047944
Buck Creek,28/07/2014,0.14,0.14,1,0.14,60108,7,210,2014.5706621004567,1975,2014,-0.429539767,-0.903047944
Buck Creek,28/07/2015,0.293,0.293,1,0.293,60473,7,210,2015.5706621004567,1987,2015,-0.429539767,-0.903047944
Buck Creek,29/07/2003,0.361,0.361,1,0.361,56091,7,211,2003.573401826484,1843,2003,-0.445020612,-0.895520326
Buck Creek,29/07/2006,0.102,0.102,1,0.102,57187,7,211,2006.573401826484,1879,2006,-0.445020612,-0.895520326
Buck Creek,29/07/2014,0.129,0.129,1,0.129,60109,7,211,2014.573401826484,1975,2014,-0.445020612,-0.895520326
Buck Creek,03/07/2012,0.298,0.298,1,0.298,59353,7,185,2012.503529143898,1951,2012,-0.022172448,-0.999754161
Buck Creek,03/07/2021,0.042,0.042,1,0.042,62640,7,185,2021.5021689497717,2059,2021,-0.013627492,-0.999907141
Buck Creek,30/07/2002,0.354,0.354,1,0.354,55727,7,212,2002.5761415525114,1831,2002,-0.460369588,-0.887727347
Buck Creek,30/07/2013,0.216,0.216,1,0.216,59745,7,212,2013.5761415525114,1963,2013,-0.460369588,-0.887727347
Buck Creek,31/07/2009,0.05,0.05,1,0.05,58285,7,213,2009.5788812785388,1915,2009,-0.475582146,-0.879671315
Buck Creek,31/07/2012,0.244,0.244,1,0.244,59381,7,213,2012.5800318761385,1951,2012,-0.481929174,-0.876210175
Buck Creek,05/07/2011,0.139,0.139,1,0.139,58989,7,187,2011.5076484018264,1939,2011,-0.048037831,-0.998845517
Buck Creek,06/07/2010,0.162,0.162,1,0.162,58625,7,188,2010.510388127854,1927,2010,-0.065224197,-0.997870635
Buck Creek,06/07/2018,0.23,0.23,1,0.23,61547,7,188,2018.510388127854,2023,2018,-0.065224197,-0.997870635
Buck Creek,07/07/2009,0.094,0.094,1,0.094,58261,7,189,2009.5131278538813,1915,2009,-0.082391236,-0.996600062
Buck Creek,07/07/2020,0.266,0.266,1,0.266,62279,7,189,2020.5144581056466,2047,2020,-0.090718062,-0.995876615
Buck Creek,08/07/2008,0.263,0.263,1,0.263,57897,7,190,2008.5171903460837,1903,2008,-0.107800241,-0.994172575
Buck Creek,08/07/2021,0.035,0.035,1,0.035,62645,7,190,2021.5158675799087,2059,2021,-0.099533861,-0.995034176
