site,Date,Q,LogQ,Julian,Month,Day,DecYear,MonthSeq
Buck Creek,29/11/2015,0.040209922,-3.213641502,60597,11,334,2015.9103881278538,1991
Buck Creek,30/11/2015,0.035962395,-3.325281473,60598,11,335,2015.9131278538812,1991
Buck Creek,01/12/2015,0.037944574,-3.271628759,60599,12,336,2015.9158675799088,1992
Buck Creek,02/12/2015,0.092312919,-2.382571178,60600,12,337,2015.9186073059361,1992
Buck Creek,03/12/2015,0.17386543670367893,-1.749473631,60601,12,338,2015.9213470319635,1992
Buck Creek,04/12/2015,0.099108962,-2.311535405,60602,12,339,2015.9240867579908,1992
Buck Creek,05/12/2015,0.071641621,-2.636079071,60603,12,340,2015.9268264840182,1992
Buck Creek,06/12/2015,0.060031714,-2.812882285,60604,12,341,2015.9295662100456,1992
Buck Creek,07/12/2015,0.052669334245739885,-2.943721886,60605,12,342,2015.9323059360731,1992
Buck Creek,08/12/2015,0.047289133,-3.051474747,60606,12,343,2015.9350456621005,1992
Buck Creek,09/12/2015,0.043607943407763125,-3.132515957,60607,12,344,2015.9377853881278,1992
Buck Creek,10/12/2015,0.044457449,-3.113222754,60608,12,345,2015.9405251141552,1992
Buck Creek,11/12/2015,0.042192101089329255,-3.165522253,60609,12,346,2015.9432648401826,1992
Buck Creek,12/12/2015,0.039077247988774745,-3.242214874,60610,12,347,2015.9460045662101,1992
Buck Creek,13/12/2015,0.037378237,-3.286666637,60611,12,348,2015.9487442922375,1992
Buck Creek,14/12/2015,0.038227743,-3.264193781,60612,12,349,2015.9514840182649,1992
Buck Creek,15/12/2015,0.12487729248586714,-2.080423684,60613,12,350,2015.9542237442922,1992
Buck Creek,16/12/2015,0.1251604609495539,-2.078158677,60614,12,351,2015.9569634703196,1992
Buck Creek,17/12/2015,0.10562183695516653,-2.24789014,60615,12,352,2015.959703196347,1992
Buck Creek,18/12/2015,0.18547534371483668,-1.684833324,60616,12,353,2015.9624429223745,1992
Buck Creek,19/12/2015,0.10618817388254008,-2.242542533,60617,12,354,2015.9651826484019,1992
Buck Creek,20/12/2015,0.073906969,-2.604948152,60618,12,355,2015.9679223744292,1992
Buck Creek,21/12/2015,0.061730725,-2.784973497,60619,12,356,2015.9706621004566,1992
Buck Creek,22/12/2015,0.20671297849134468,-1.576424025,60620,12,357,2015.973401826484,1992
Buck Creek,23/12/2015,0.21747338011144207,-1.525678826,60621,12,358,2015.9761415525113,1992
Buck Creek,24/12/2015,0.1251604609495539,-2.078158677,60622,12,359,2015.978881278539,1992
Buck Creek,25/12/2015,0.086366381,-2.449156783,60623,12,360,2015.9816210045663,1992
Buck Creek,26/12/2015,0.068809937,-2.676407116,60624,12,361,2015.9843607305936,1992
Buck Creek,27/12/2015,0.15149512807242382,-1.887201812,60625,12,362,2015.987100456621,1992
Buck Creek,28/12/2015,0.15800800273721963,-1.845109597,60626,12,363,2015.9898401826483,1992
Buck Creek,29/12/2015,0.10647134234622685,-2.239879416,60627,12,364,2015.992579908676,1992
Buck Creek,30/12/2015,0.10618817388254008,-2.242542533,60628,12,365,2015.9953196347033,1992
Buck Creek,31/12/2015,0.11581590164789038,-2.155753403,60629,12,366,2015.9980593607306,1992
Buck Creek,01/01/2016,0.090613908,-2.401147564,60630,1,1,2016.000796903461,1993
Buck Creek,02/01/2016,0.073057464,-2.616508974,60631,1,2,2016.003529143898,1993
Buck Creek,03/01/2016,0.063996073,-2.74893356,60632,1,3,2016.0062613843352,1993
Buck Creek,04/01/2016,0.058332704,-2.841592391,60633,1,4,2016.0089936247723,1993
Buck Creek,05/01/2016,0.063996073,-2.74893356,60634,1,5,2016.0117258652094,1993
Buck Creek,06/01/2016,0.074473306,-2.597314527,60635,1,6,2016.0144581056466,1993
Buck Creek,07/01/2016,0.065128747,-2.73138925,60636,1,7,2016.0171903460837,1993
Buck Creek,08/01/2016,0.046722796508317635,-3.063523085,60637,1,8,2016.019922586521,1993
Buck Creek,09/01/2016,0.043041606,-3.145588039,60638,1,9,2016.0226548269582,1993
Buck Creek,10/01/2016,0.32564373323978957,-1.121951338,60639,1,10,2016.0253870673953,1993
Buck Creek,11/01/2016,0.3143169946923186,-1.157353265,60640,1,11,2016.0281193078324,1993
Buck Creek,12/01/2016,0.18490900678746314,-1.68789143,60641,1,12,2016.0308515482695,1993
Buck Creek,13/01/2016,0.11383372240208295,-2.173016471,60642,1,13,2016.0335837887067,1993
Buck Creek,14/01/2016,0.072774295,-2.620392474,60643,1,14,2016.0363160291438,1993
Buck Creek,15/01/2016,0.058615872,-2.836749766,60644,1,15,2016.0390482695811,1993
Buck Creek,16/01/2016,0.053235671173113425,-2.933026597,60645,1,16,2016.0417805100183,1993
Buck Creek,17/01/2016,0.048704976,-3.021974083,60646,1,17,2016.0445127504554,1993
Buck Creek,18/01/2016,0.04615646,-3.075718359,60647,1,18,2016.0472449908925,1993
Buck Creek,19/01/2016,0.046722796508317635,-3.063523085,60648,1,19,2016.0499772313296,1993
Buck Creek,20/01/2016,0.040776259,-3.19965526,60649,1,20,2016.0527094717668,1993
Buck Creek,21/01/2016,0.037095068742967335,-3.294271236,60650,1,21,2016.055441712204,1993
Buck Creek,22/01/2016,0.034263384106099595,-3.373678014,60651,1,22,2016.0581739526413,1993
Buck Creek,23/01/2016,0.032281205,-3.433270111,60652,1,23,2016.0609061930784,1993
Buck Creek,24/01/2016,0.030015857150797996,-3.506029465,60653,1,24,2016.0636384335155,1993
Buck Creek,25/01/2016,0.032564373323978955,-3.424536431,60654,1,25,2016.0663706739526,1993
Buck Creek,26/01/2016,0.033413879,-3.398783935,60655,1,26,2016.0691029143898,1993
Buck Creek,27/01/2016,0.034546553,-3.365447515,60656,1,27,2016.0718351548269,1993
Buck Creek,28/01/2016,0.033413879,-3.398783935,60657,1,28,2016.074567395264,1993
Buck Creek,29/01/2016,0.033697047,-3.390345066,60658,1,29,2016.0772996357014,1993
Buck Creek,30/01/2016,0.032281205,-3.433270111,60659,1,30,2016.0800318761385,1993
Buck Creek,31/01/2016,0.03313071,-3.407294625,60660,1,31,2016.0827641165756,1993
Buck Creek,01/02/2016,0.069376274,-2.668210349,60661,2,32,2016.0854963570127,1994
Buck Creek,02/02/2016,0.065695084,-2.722731188,60662,2,33,2016.0882285974499,1994
Buck Creek,03/02/2016,0.1639545404746419,-1.808166082,60663,2,34,2016.090960837887,1994
Buck Creek,04/02/2016,0.32281204860292184,-1.130685018,60664,2,35,2016.0936930783241,1994
Buck Creek,05/02/2016,0.14271690569813386,-1.946892291,60665,2,36,2016.0964253187615,1994
Buck Creek,06/02/2016,0.091746582,-2.388725044,60666,2,37,2016.0991575591986,1994
Buck Creek,07/02/2016,0.069376274,-2.668210349,60667,2,38,2016.1018897996357,1994
Buck Creek,08/02/2016,0.058049535055788574,-2.84645858,60668,2,39,2016.1046220400729,1994
Buck Creek,09/02/2016,0.052102997,-2.954532802,60669,2,40,2016.107354,1994
Buck Creek,10/02/2016,0.048138639,-3.033670122,60670,2,41,2016.110086520947,1994
Buck Creek,11/02/2016,0.051819829,-2.959982407,60671,2,42,2016.1128187613842,1994
Buck Creek,12/02/2016,0.057483198,-2.85626258,60672,2,43,2016.1155510018216,1994
Buck Creek,13/02/2016,0.067677263,-2.693005007,60673,2,44,2016.1182832422587,1994
Buck Creek,14/02/2016,0.14045155798863967,-1.962892633,60674,2,45,2016.1210154826958,1994
Buck Creek,15/02/2016,0.2021822830723563,-1.598585597,60675,2,46,2016.123747723133,1994
Buck Creek,16/02/2016,0.2217209070667437,-1.506335863,60676,2,47,2016.12648,1994
Buck Creek,17/02/2016,0.24012685720638396,-1.426587924,60677,2,48,2016.1292122040072,1994
Buck Creek,18/02/2016,0.26674469279294066,-1.321463285,60678,2,49,2016.1319444444443,1994
Buck Creek,19/02/2016,0.25824963888233743,-1.353828569,60679,2,50,2016.1346766848817,1994
Buck Creek,20/02/2016,0.24918824804436074,-1.389546652,60680,2,51,2016.1374089253188,1994
Buck Creek,21/02/2016,0.14526542187131483,-1.929192714,60681,2,52,2016.140141165756,1994
Buck Creek,22/02/2016,0.075322811,-2.585972251,60682,2,53,2016.142873406193,1994
Buck Creek,23/02/2016,0.052102997,-2.954532802,60683,2,54,2016.1456056466302,1994
Buck Creek,24/02/2016,0.23021596097734692,-1.46873745,60684,2,55,2016.1483378870673,1994
Buck Creek,25/02/2016,1.0420599463673266,0.041199472,60685,2,56,2016.1510701275045,1994
Buck Creek,26/02/2016,0.30865362541858316,-1.175535584,60686,2,57,2016.1538023679418,1994
Buck Creek,27/02/2016,0.1636713720109551,-1.809894691,60687,2,58,2016.156534608379,1994
Buck Creek,28/02/2016,0.095994109,-2.343468452,60688,2,59,2016.159266848816,1994
Buck Creek,29/02/2016,0.13761987335177195,-1.983259935,60689,2,60,2016.1619990892532,1994
Buck Creek,01/03/2016,0.12374461863112005,-2.089535364,60690,3,61,2016.1647313296903,1995
Buck Creek,02/03/2016,0.11864758628475812,-2.131597639,60691,3,62,2016.1674635701274,1995
Buck Creek,03/03/2016,0.082685191,-2.492714757,60692,3,63,2016.1701958105646,1995
Buck Creek,04/03/2016,0.061730725,-2.784973497,60693,3,64,2016.172928051002,1995
Buck Creek,05/03/2016,0.051819829,-2.959982407,60694,3,65,2016.175660291439,1995
Buck Creek,06/03/2016,0.045590123,-3.088064194,60695,3,66,2016.1783925318762,1995
Buck Creek,07/03/2016,0.04417428,-3.119612552,60696,3,67,2016.1811247723133,1995
Buck Creek,08/03/2016,0.04785547,-3.039569844,60697,3,68,2016.1838570127504,1995
Buck Creek,09/03/2016,0.14724760111712223,-1.915639748,60698,3,69,2016.1865892531875,1995
Buck Creek,10/03/2016,0.6427924125689759,-0.441933449,60699,3,70,2016.1893214936247,1995
Buck Creek,11/03/2016,0.4077625877089539,-0.897070167,60700,3,71,2016.192053734062,1995
Buck Creek,12/03/2016,0.1883070283517044,-1.669681519,60701,3,72,2016.1947859744992,1995
Buck Creek,13/03/2016,0.12459412402218037,-2.082693832,60702,3,73,2016.1975182149363,1995
Buck Creek,14/03/2016,0.1027901523182988,-2.275065725,60703,3,74,2016.2002504553734,1995
Buck Creek,15/03/2016,0.09401193,-2.36433359,60704,3,75,2016.2029826958105,1995
Buck Creek,16/03/2016,0.092312919,-2.382571178,60705,3,76,2016.2057149362477,1995
Buck Creek,17/03/2016,0.088348561,-2.426465372,60706,3,77,2016.2084471766848,1995
Buck Creek,18/03/2016,0.071641621,-2.636079071,60707,3,78,2016.2111794171221,1995
Buck Creek,19/03/2016,0.061164388,-2.794190152,60708,3,79,2016.2139116575593,1995
Buck Creek,20/03/2016,0.060598051228969545,-2.803492544,60709,3,80,2016.2166438979964,1995
Buck Creek,21/03/2016,0.057483198,-2.85626258,60710,3,81,2016.2193761384335,1995
Buck Creek,22/03/2016,0.051819829,-2.959982407,60711,3,82,2016.2221083788706,1995
Buck Creek,23/03/2016,0.050403987,-2.987685009,60712,3,83,2016.2248406193078,1995
Buck Creek,24/03/2016,0.051536660390992785,-2.965461872,60713,3,84,2016.227572859745,1995
Buck Creek,25/03/2016,0.11326738547470942,-2.178004012,60714,3,85,2016.2303051001822,1995
Buck Creek,26/03/2016,0.094861435,-2.355338028,60715,3,86,2016.2330373406194,1995
Buck Creek,27/03/2016,0.073623801,-2.608786928,60716,3,87,2016.2357695810565,1995
Buck Creek,28/03/2016,0.13422185178753065,-2.008261238,60717,3,88,2016.2385018214936,1995
Buck Creek,29/03/2016,0.1582911712009064,-1.843319086,60718,3,89,2016.2412340619308,1995
Buck Creek,30/03/2016,0.1005248046088046,-2.29735077,60719,3,90,2016.2439663023679,1995
Buck Creek,31/03/2016,0.093445593,-2.370375905,60720,3,91,2016.246698542805,1995
Buck Creek,01/04/2016,0.1786793005863541,-1.722162697,60721,4,92,2016.2494307832424,1996
Buck Creek,02/04/2016,0.16083968737408735,-1.827347141,60722,4,93,2016.2521630236795,1996
Buck Creek,03/04/2016,0.1005248046088046,-2.29735077,60723,4,94,2016.2548952641166,1996
Buck Creek,04/04/2016,0.074473306,-2.597314527,60724,4,95,2016.2576275045537,1996
Buck Creek,05/04/2016,0.066544589,-2.709883045,60725,4,96,2016.2603597449909,1996
Buck Creek,06/04/2016,0.056350524273667935,-2.876163735,60726,4,97,2016.263091985428,1996
Buck Creek,07/04/2016,0.14951294882661645,-1.900372276,60727,4,98,2016.2658242258651,1996
Buck Creek,08/04/2016,0.21973872782093626,-1.515316039,60728,4,99,2016.2685564663025,1996
Buck Creek,09/04/2016,0.11893075474844489,-2.129213848,60729,4,100,2016.2712887067396,1996
Buck Creek,10/04/2016,0.093728761,-2.367350184,60730,4,101,2016.2740209471767,1996
Buck Creek,11/04/2016,0.084384202,-2.472375073,60731,4,102,2016.2767531876138,1996
Buck Creek,12/04/2016,0.26617835586556715,-1.323588684,60732,4,103,2016.279485428051,1996
Buck Creek,13/04/2016,0.15404364424560482,-1.870519313,60733,4,104,2016.282217668488,1996
Buck Creek,14/04/2016,0.10250698385461203,-2.277824348,60734,4,105,2016.2849499089252,1996
Buck Creek,15/04/2016,0.079570338,-2.53111389,60735,4,106,2016.2876821493626,1996
Buck Creek,16/04/2016,0.067394094,-2.697197886,60736,4,107,2016.2904143897997,1996
Buck Creek,17/04/2016,0.058332704,-2.841592391,60737,4,108,2016.2931466302368,1996
Buck Creek,18/04/2016,0.053235671173113425,-2.933026597,60738,4,109,2016.295878870674,1996
Buck Creek,19/04/2016,0.051536660390992785,-2.965461872,60739,4,110,2016.298611111111,1996
Buck Creek,20/04/2016,0.045873291,-3.081872224,60740,4,111,2016.3013433515482,1996
Buck Creek,21/04/2016,0.04247527,-3.158833265,60741,4,112,2016.3040755919853,1996
Buck Creek,22/04/2016,0.042192101089329255,-3.165522253,60742,4,113,2016.3068078324227,1996
Buck Creek,23/04/2016,0.038794079525087975,-3.249487634,60743,4,114,2016.3095400728598,1996
Buck Creek,24/04/2016,0.035679226424533465,-3.333186652,60744,4,115,2016.312272313297,1996
Buck Creek,25/04/2016,0.034263384106099595,-3.373678014,60745,4,116,2016.315004553734,1996
Buck Creek,26/04/2016,0.063712904,-2.753368157,60746,4,117,2016.3177367941712,1996
Buck Creek,27/04/2016,0.05720003,-2.861200862,60747,4,118,2016.3204690346083,1996
Buck Creek,28/04/2016,0.045873291,-3.081872224,60748,4,119,2016.3232012750454,1996
Buck Creek,29/04/2016,0.040776259,-3.19965526,60749,4,120,2016.3259335154828,1996
Buck Creek,30/04/2016,0.037378237,-3.286666637,60750,4,121,2016.328666,1996
Buck Creek,01/05/2016,0.047289133,-3.051474747,60751,5,122,2016.331397996357,1997
Buck Creek,02/05/2016,0.10817035312834748,-2.224047951,60752,5,123,2016.3341302367942,1997
Buck Creek,03/05/2016,0.12289511324005971,-2.096424025,60753,5,124,2016.3368624772313,1997
Buck Creek,04/05/2016,0.079570338,-2.53111389,60754,5,125,2016.3395947176684,1997
Buck Creek,05/05/2016,0.062013894,-2.78039683,60755,5,126,2016.3423269581056,1997
Buck Creek,06/05/2016,0.051819829,-2.959982407,60756,5,127,2016.345059198543,1997
Buck Creek,07/05/2016,0.050120818072558915,-2.993318827,60757,5,128,2016.347791,1997
Buck Creek,08/05/2016,0.056633693,-2.871151193,60758,5,129,2016.3505236794172,1997
Buck Creek,09/05/2016,0.052386166,-2.949112734,60759,5,130,2016.3532559198543,1997
Buck Creek,10/05/2016,0.045873291,-3.081872224,60760,5,131,2016.3559881602914,1997
Buck Creek,11/05/2016,0.041342596,-3.185861938,60761,5,132,2016.3587204007285,1997
Buck Creek,12/05/2016,0.037944574,-3.271628759,60762,5,133,2016.3614526411657,1997
Buck Creek,13/05/2016,0.046439628,-3.069602132,60763,5,134,2016.364184881603,1997
Buck Creek,14/05/2016,0.051819829,-2.959982407,60764,5,135,2016.3669171220401,1997
Buck Creek,15/05/2016,0.067677263,-2.693005007,60765,5,136,2016.3696493624773,1997
Buck Creek,16/05/2016,0.063146567,-2.762296788,60766,5,137,2016.3723816029144,1997
Buck Creek,17/05/2016,0.052386166,-2.949112734,60767,5,138,2016.3751138433515,1997
Buck Creek,18/05/2016,0.044457449,-3.113222754,60768,5,139,2016.3778460837887,1997
Buck Creek,19/05/2016,0.040209922,-3.213641502,60769,5,140,2016.3805783242258,1997
Buck Creek,20/05/2016,0.0368119,-3.301934109,60770,5,141,2016.3833105646631,1997
Buck Creek,21/05/2016,0.033697047,-3.390345066,60771,5,142,2016.3860428051003,1997
Buck Creek,22/05/2016,0.031714868,-3.450969688,60772,5,143,2016.3887750455374,1997
Buck Creek,23/05/2016,0.028316846368677356,-3.564298373,60773,5,144,2016.3915072859745,1997
Buck Creek,24/05/2016,0.023786150949688976,-3.738651761,60774,5,145,2016.3942395264116,1997
Buck Creek,25/05/2016,0.020388129385447696,-3.89280244,60775,5,146,2016.3969717668488,1997
Buck Creek,26/05/2016,0.017556445,-4.042334174,60776,5,147,2016.399704007286,1997
Buck Creek,27/05/2016,0.014724760111712224,-4.218224841,60777,5,148,2016.4024362477232,1997
Buck Creek,28/05/2016,0.012459412402218036,-4.385278925,60778,5,149,2016.4051684881604,1997
Buck Creek,29/05/2016,0.013025749329591583,-4.340827163,60779,5,150,2016.4079007285975,1997
Buck Creek,30/05/2016,0.024918824804436072,-3.692131745,60780,5,151,2016.4106329690346,1997
Buck Creek,31/05/2016,0.011893075474844488,-4.431798941,60781,5,152,2016.4133652094717,1997
Buck Creek,01/06/2016,0.009061391,-4.703732657,60782,6,153,2016.4160974499089,1998
Buck Creek,02/06/2016,0.008495054,-4.768271178,60783,6,154,2016.418829690346,1998
Buck Creek,03/06/2016,0.008495054,-4.768271178,60784,6,155,2016.4215619307834,1998
Buck Creek,04/06/2016,0.007079212,-4.950592735,60785,6,156,2016.4242941712205,1998
Buck Creek,05/06/2016,0.19736841918968115,-1.622683149,60786,6,157,2016.4270264116576,1998
Buck Creek,06/06/2016,0.17103375206681123,-1.765894361,60787,6,158,2016.4297586520947,1998
Buck Creek,07/06/2016,0.064845578,-2.735746556,60788,6,159,2016.4324908925319,1998
Buck Creek,08/06/2016,0.1005248046088046,-2.29735077,60789,6,160,2016.435223132969,1998
Buck Creek,09/06/2016,0.10930302698309459,-2.21363119,60790,6,161,2016.437955373406,1998
Buck Creek,10/06/2016,0.061164388,-2.794190152,60791,6,162,2016.4406876138432,1998
Buck Creek,11/06/2016,0.052386166,-2.949112734,60792,6,163,2016.4434198542806,1998
Buck Creek,12/06/2016,0.050687155,-2.982082754,60793,6,164,2016.4461520947177,1998
Buck Creek,13/06/2016,0.042192101089329255,-3.165522253,60794,6,165,2016.4488843351548,1998
Buck Creek,14/06/2016,0.034829721,-3.357284204,60795,6,166,2016.451616575592,1998
Buck Creek,15/06/2016,0.023786150949688976,-3.738651761,60796,6,167,2016.454348816029,1998
Buck Creek,16/06/2016,0.016140602,-4.126417292,60797,6,168,2016.4570810564662,1998
Buck Creek,17/06/2016,0.011893075474844488,-4.431798941,60798,6,169,2016.4598132969033,1998
Buck Creek,18/06/2016,0.009344559,-4.672960998,60799,6,170,2016.4625455373407,1998
Buck Creek,19/06/2016,0.007928717,-4.837264049,60800,6,171,2016.4652777777778,1998
Buck Creek,20/06/2016,0.007079212,-4.950592735,60801,6,172,2016.468010018215,1998
Buck Creek,21/06/2016,0.019538623994387373,-3.935362055,60802,6,173,2016.470742258652,1998
Buck Creek,22/06/2016,0.014441591648025451,-4.237642927,60803,6,174,2016.4734744990892,1998
Buck Creek,23/06/2016,0.011326738547470943,-4.480589105,60804,6,175,2016.4762067395263,1998
Buck Creek,24/06/2016,0.007928717,-4.837264049,60805,6,176,2016.4789389799635,1998
Buck Creek,25/06/2016,0.006796043,-4.991414729,60806,6,177,2016.4816712204008,1998
Buck Creek,26/06/2016,0.005946538,-5.124946122,60807,6,178,2016.484403460838,1998
Buck Creek,27/06/2016,0.005946538,-5.124946122,60808,6,179,2016.487135701275,1998
Buck Creek,28/06/2016,0.006796043,-4.991414729,60809,6,180,2016.4898679417122,1998
Buck Creek,29/06/2016,0.007645549,-4.873631693,60810,6,181,2016.4926001821493,1998
Buck Creek,30/06/2016,0.006229706,-5.078426106,60811,6,182,2016.4953324225864,1998
Buck Creek,01/07/2016,0.010477233156410621,-4.558550647,60812,7,183,2016.4980646630236,1999
Buck Creek,02/07/2016,0.016706939,-4.091931115,60813,7,184,2016.500796903461,1999
Buck Creek,03/07/2016,0.007928717,-4.837264049,60814,7,185,2016.503529143898,1999
Buck Creek,04/07/2016,0.005946538,-5.124946122,60815,7,186,2016.5062613843352,1999
Buck Creek,05/07/2016,0.005097032,-5.279096801,60816,7,187,2016.5089936247723,1999
Buck Creek,06/07/2016,0.004530695,-5.396879837,60817,7,188,2016.5117258652094,1999
Buck Creek,07/07/2016,0.004247527,-5.461418358,60818,7,189,2016.5144581056466,1999
Buck Creek,08/07/2016,0.004247527,-5.461418358,60819,7,190,2016.5171903460837,1999
Buck Creek,09/07/2016,0.065128747,-2.73138925,60820,7,191,2016.519922586521,1999
Buck Creek,10/07/2016,0.072774295,-2.620392474,60821,7,192,2016.5226548269582,1999
Buck Creek,11/07/2016,0.030299025614484772,-3.496639725,60822,7,193,2016.5253870673953,1999
Buck Creek,12/07/2016,0.014158423184338678,-4.257445554,60823,7,194,2016.5281193078324,1999
Buck Creek,13/07/2016,0.009344559,-4.672960998,60824,7,195,2016.5308515482695,1999
Buck Creek,14/07/2016,0.012742581,-4.36280607,60825,7,196,2016.5335837887067,1999
Buck Creek,15/07/2016,0.012459412402218036,-4.385278925,60826,7,197,2016.5363160291438,1999
Buck Creek,16/07/2016,0.007645549,-4.873631693,60827,7,198,2016.5390482695811,1999
Buck Creek,17/07/2016,0.006796043,-4.991414729,60828,7,199,2016.5417805100183,1999
Buck Creek,18/07/2016,0.005663369,-5.173736286,60829,7,200,2016.5445127504554,1999
Buck Creek,19/07/2016,0.005097032,-5.279096801,60830,7,201,2016.5472449908925,1999
Buck Creek,20/07/2016,0.004530695,-5.396879837,60831,7,202,2016.5499772313296,1999
Buck Creek,21/07/2016,0.004530695,-5.396879837,60832,7,203,2016.5527094717668,1999
Buck Creek,22/07/2016,0.003964358,-5.53041123,60833,7,204,2016.555441712204,1999
Buck Creek,23/07/2016,0.003964358,-5.53041123,60834,7,205,2016.5581739526413,1999
Buck Creek,24/07/2016,0.004813864,-5.336255215,60835,7,206,2016.5609061930784,1999
Buck Creek,25/07/2016,0.003964358,-5.53041123,60836,7,207,2016.5636384335155,1999
Buck Creek,26/07/2016,0.003964358,-5.53041123,60837,7,208,2016.5663706739526,1999
Buck Creek,27/07/2016,0.002831685,-5.866883466,60838,7,209,2016.5691029143898,1999
Buck Creek,28/07/2016,0.002265348,-6.090027018,60839,7,210,2016.5718351548269,1999
Buck Creek,29/07/2016,0.002265348,-6.090027018,60840,7,211,2016.574567395264,1999
Buck Creek,30/07/2016,0.001982179,-6.22355841,60841,7,212,2016.5772996357014,1999
Buck Creek,31/07/2016,0.002265348,-6.090027018,60842,7,213,2016.5800318761385,1999
Buck Creek,01/08/2016,0.022087140167568336,-3.812759733,60843,8,214,2016.5827641165756,2000
Buck Creek,02/08/2016,0.012176243938531263,-4.408268444,60844,8,215,2016.5854963570127,2000
Buck Creek,03/08/2016,0.005380201,-5.22502958,60845,8,216,2016.5882285974499,2000
Buck Creek,04/08/2016,0.003964358,-5.53041123,60846,8,217,2016.590960837887,2000
Buck Creek,05/08/2016,0.003114853,-5.771573287,60847,8,218,2016.5936930783241,2000
Buck Creek,06/08/2016,0.005946538,-5.124946122,60848,8,219,2016.5964253187615,2000
Buck Creek,07/08/2016,0.004530695,-5.396879837,60849,8,220,2016.5991575591986,2000
Buck Creek,08/08/2016,0.005380201,-5.22502958,60850,8,221,2016.6018897996357,2000
Buck Creek,09/08/2016,0.003398022,-5.68456191,60851,8,222,2016.6046220400729,2000
Buck Creek,10/08/2016,0.002831685,-5.866883466,60852,8,223,2016.607354,2000
Buck Creek,11/08/2016,0.002831685,-5.866883466,60853,8,224,2016.610086520947,2000
Buck Creek,12/08/2016,0.002265348,-6.090027018,60854,8,225,2016.6128187613842,2000
Buck Creek,13/08/2016,0.017273276284893186,-4.058594695,60855,8,226,2016.6155510018216,2000
Buck Creek,14/08/2016,0.035112889,-3.349186994,60856,8,227,2016.6182832422587,2000
Buck Creek,15/08/2016,0.010194064692723848,-4.585949621,60857,8,228,2016.6210154826958,2000
Buck Creek,16/08/2016,0.071075284,-2.64401562,60858,8,229,2016.623747723133,2000
Buck Creek,17/08/2016,0.12459412402218037,-2.082693832,60859,8,230,2016.62648,2000
Buck Creek,18/08/2016,0.040776259,-3.19965526,60860,8,231,2016.6292122040072,2000
Buck Creek,19/08/2016,0.021237634776508016,-3.851980446,60861,8,232,2016.6319444444443,2000
Buck Creek,20/08/2016,0.011609907011157715,-4.455896493,60862,8,233,2016.6346766848817,2000
Buck Creek,21/08/2016,0.018972287,-3.96477594,60863,8,234,2016.6374089253188,2000
Buck Creek,22/08/2016,0.029732688687111222,-3.515508209,60864,8,235,2016.640141165756,2000
Buck Creek,23/08/2016,0.013592086,-4.298267548,60865,8,236,2016.642873406193,2000
Buck Creek,24/08/2016,0.009061391,-4.703732657,60866,8,237,2016.6456056466302,2000
Buck Creek,25/08/2016,0.007079212,-4.950592735,60867,8,238,2016.6483378870673,2000
Buck Creek,26/08/2016,0.019255455530700603,-3.949960854,60868,8,239,2016.6510701275045,2000
Buck Creek,27/08/2016,0.010760401620097395,-4.5318824,60869,8,240,2016.6538023679418,2000
Buck Creek,28/08/2016,0.00736238,-4.911372021,60870,8,241,2016.656534608379,2000
Buck Creek,29/08/2016,0.00736238,-4.911372021,60871,8,242,2016.659266848816,2000
Buck Creek,30/08/2016,0.005663369,-5.173736286,60872,8,243,2016.6619990892532,2000
Buck Creek,31/08/2016,0.007928717,-4.837264049,60873,8,244,2016.6647313296903,2000
Buck Creek,01/09/2016,0.007928717,-4.837264049,60874,9,245,2016.6674635701274,2001
Buck Creek,02/09/2016,0.005663369,-5.173736286,60875,9,246,2016.6701958105646,2001
Buck Creek,03/09/2016,0.004813864,-5.336255215,60876,9,247,2016.672928051002,2001
Buck Creek,04/09/2016,0.004530695,-5.396879837,60877,9,248,2016.675660291439,2001
Buck Creek,05/09/2016,0.004247527,-5.461418358,60878,9,249,2016.6783925318762,2001
Buck Creek,06/09/2016,0.004247527,-5.461418358,60879,9,250,2016.6811247723133,2001
Buck Creek,07/09/2016,0.003964358,-5.53041123,60880,9,251,2016.6838570127504,2001
Buck Creek,08/09/2016,0.004530695,-5.396879837,60881,9,252,2016.6865892531875,2001
Buck Creek,09/09/2016,0.005097032,-5.279096801,60882,9,253,2016.6893214936247,2001
Buck Creek,10/09/2016,0.004530695,-5.396879837,60883,9,254,2016.692053734062,2001
Buck Creek,11/09/2016,0.005380201,-5.22502958,60884,9,255,2016.6947859744992,2001
Buck Creek,12/09/2016,0.004530695,-5.396879837,60885,9,256,2016.6975182149363,2001
Buck Creek,13/09/2016,0.004530695,-5.396879837,60886,9,257,2016.7002504553734,2001
Buck Creek,14/09/2016,0.004530695,-5.396879837,60887,9,258,2016.7029826958105,2001
Buck Creek,15/09/2016,0.004530695,-5.396879837,60888,9,259,2016.7057149362477,2001
Buck Creek,16/09/2016,0.004247527,-5.461418358,60889,9,260,2016.7084471766848,2001
Buck Creek,17/09/2016,0.003964358,-5.53041123,60890,9,261,2016.7111794171221,2001
Buck Creek,18/09/2016,0.012459412402218036,-4.385278925,60891,9,262,2016.7139116575593,2001
Buck Creek,19/09/2016,0.00736238,-4.911372021,60892,9,263,2016.7166438979964,2001
Buck Creek,20/09/2016,0.005380201,-5.22502958,60893,9,264,2016.7193761384335,2001
